Fiyat,Yil,Kilometre,Motor_Hacmi,Motor_Gucu,Marka,Vites_Tipi,Yakit_Tipi,Segment
2170000.0,2024,19000.0,1332.0,158.0,Nissan,Otomatik,Hibrit,PREMIUM
1380000.0,2020,157000.0,1332.0,160.0,Nissan,Yarı Otomatik,Benzin,PREMIUM
879000.0,2012,220000.0,1598.0,117.0,Nissan,Otomatik,LPG & Benzin,ORTA
925000.0,2018,162000.0,1598.0,117.0,Nissan,Otomatik,Benzin,ORTA
924500.0,2012,101000.0,1598.0,117.0,Nissan,Otomatik,Benzin,ORTA
1800000.0,2021,34000.0,1332.0,158.0,Nissan,Yarı Otomatik,Benzin,PREMIUM
2650950.0,2023,14000.0,1497.0,213.0,Nissan,Otomatik,Benzin,PREMIUM
1259000.0,2014,199000.0,1598.0,130.0,Nissan,Otomatik,Dizel,ORTA
1699750.0,2016,98000.0,1598.0,130.0,Nissan,Otomatik,Dizel,ORTA
1285000.0,2014,205000.0,1598.0,130.0,Nissan,Otomatik,Dizel,ORTA
839750.0,2012,335000.0,1461.0,110.0,Nissan,Düz,Dizel,ORTA
1219500.0,2019,113000.0,1461.0,115.0,Nissan,Yarı Otomatik,Dizel,ORTA
2199900.0,2024,25000.0,1332.0,158.0,Nissan,Otomatik,Benzin,PREMIUM
1030000.0,2012,191000.0,1461.0,110.0,Nissan,Düz,Dizel,ORTA
915000.0,2015,298774.0,1598.0,130.0,Nissan,Otomatik,Dizel,ORTA
1100000.0,2015,258000.0,1598.0,130.0,Nissan,Otomatik,Dizel,ORTA
1839950.0,2020,86000.0,1461.0,115.0,Nissan,Yarı Otomatik,Dizel,UST
625000.0,2010,220000.0,1461.0,106.0,Nissan,Düz,Dizel,ORTA
1785900.0,2020,107000.0,1461.0,115.0,Nissan,Yarı Otomatik,Dizel,UST
1395000.0,2017,149000.0,1461.0,110.0,Nissan,Düz,Dizel,ORTA
1475000.0,2019,70000.0,1461.0,115.0,Nissan,Yarı Otomatik,Dizel,UST
895750.0,2011,164000.0,1598.0,117.0,Nissan,Otomatik,LPG & Benzin,ORTA
929950.0,2011,47000.0,1598.0,117.0,Nissan,Düz,Benzin,ORTA
1498000.0,2024,39100.0,999.0,115.0,Nissan,Yarı Otomatik,Benzin,UST
1515000.0,2024,34000.0,999.0,115.0,Nissan,Yarı Otomatik,Benzin,UST
1599750.0,2024,43000.0,999.0,115.0,Nissan,Yarı Otomatik,Benzin,UST
1049900.0,2018,103000.0,1461.0,110.0,Nissan,Düz,Dizel,ORTA
585000.0,2010,336000.0,2488.0,144.0,Nissan,Düz,Dizel,EKONOMIK
595000.0,2011,265000.0,1461.0,110.0,Nissan,Düz,Dizel,ORTA
1299000.0,2021,85000.0,999.0,115.0,Nissan,Yarı Otomatik,Benzin,UST
1085000.0,2017,275000.0,2298.0,190.0,Nissan,Otomatik,Dizel,EKONOMIK
665000.0,2011,278000.0,1461.0,110.0,Nissan,Düz,Dizel,ORTA
1575000.0,2017,129000.0,1598.0,130.0,Nissan,Otomatik,Dizel,ORTA
1353000.0,2015,155000.0,1598.0,130.0,Nissan,Otomatik,Dizel,ORTA
1169000.0,2014,168000.0,1197.0,115.0,Nissan,Otomatik,Benzin,ORTA
1465000.0,2019,185000.0,1461.0,115.0,Nissan,Yarı Otomatik,Dizel,ORTA
700000.0,2013,310000.0,1461.0,110.0,Nissan,Düz,Dizel,ORTA
1269000.0,2017,230000.0,1461.0,110.0,Nissan,Düz,Dizel,ORTA
1945000.0,2023,40000.0,1332.0,158.0,Nissan,Yarı Otomatik,Hibrit,PREMIUM
950000.0,2011,163500.0,1461.0,106.0,Nissan,Düz,Dizel,ORTA
830000.0,2012,271000.0,1461.0,106.0,Nissan,Düz,Dizel,ORTA
1040000.0,2017,295000.0,1461.0,110.0,Nissan,Düz,Dizel,ORTA
875000.0,2012,163000.0,1598.0,117.0,Nissan,Otomatik,Benzin,ORTA
1449000.0,2019,214000.0,1461.0,115.0,Nissan,Yarı Otomatik,Dizel,ORTA
850000.0,2012,232471.0,1461.0,110.0,Nissan,Düz,Dizel,ORTA
290000.0,2001,246000.0,2488.0,133.0,Nissan,Düz,Dizel,EKONOMIK
1255000.0,2020,88500.0,999.0,115.0,Nissan,Yarı Otomatik,Benzin,UST
1495000.0,2019,106500.0,1461.0,115.0,Nissan,Yarı Otomatik,Dizel,UST
1355000.0,2016,155000.0,1598.0,130.0,Nissan,Otomatik,Dizel,ORTA
2705000.0,2022,44906.0,1497.0,213.0,Nissan,Otomatik,Benzin,PREMIUM
975000.0,2015,372000.0,1598.0,130.0,Nissan,Otomatik,Dizel,ORTA
1265000.0,2015,219750.0,1598.0,130.0,Nissan,Otomatik,Dizel,ORTA
840000.0,2012,210000.0,2488.0,163.0,Nissan,Otomatik,Dizel,EKONOMIK
850000.0,2009,137000.0,1598.0,115.0,Nissan,Düz,LPG & Benzin,ORTA
978000.0,2015,308000.0,1598.0,130.0,Nissan,Otomatik,Dizel,ORTA
1165000.0,2014,208000.0,1598.0,130.0,Nissan,Otomatik,Dizel,ORTA
920000.0,2012,140000.0,1598.0,117.0,Nissan,Otomatik,Benzin,ORTA
1100000.0,2016,95000.0,1598.0,117.0,Nissan,Otomatik,Benzin,ORTA
1050000.0,2012,158000.0,1598.0,115.0,Nissan,Düz,LPG & Benzin,ORTA
1299000.0,2016,75000.0,1197.0,115.0,Nissan,Otomatik,Benzin,UST
1350000.0,2016,201000.0,1598.0,130.0,Nissan,Otomatik,Dizel,ORTA
1275000.0,2016,150000.0,1461.0,110.0,Nissan,Düz,Dizel,ORTA
687000.0,2010,231000.0,1461.0,110.0,Nissan,Düz,Dizel,ORTA
380000.0,2006,452000.0,2488.0,133.0,Nissan,Düz,Dizel,EKONOMIK
799000.0,2013,283971.0,1461.0,110.0,Nissan,Düz,Dizel,ORTA
1630000.0,2020,69000.0,1332.0,160.0,Nissan,Yarı Otomatik,Benzin,PREMIUM
2625000.0,2024,6100.0,1332.0,158.0,Nissan,Otomatik,Hibrit,PREMIUM
1750000.0,2018,205000.0,1598.0,130.0,Nissan,Otomatik,Dizel,ORTA
1350000.0,2016,107000.0,1197.0,115.0,Nissan,Otomatik,Benzin,UST
1800000.0,2018,56000.0,1598.0,130.0,Nissan,Otomatik,Dizel,PREMIUM
2850000.0,2022,45000.0,1497.0,213.0,Nissan,Otomatik,Hibrit,PREMIUM
779000.0,2012,268000.0,2488.0,163.0,Nissan,Düz,Dizel,EKONOMIK
890000.0,2011,150000.0,1598.0,117.0,Nissan,Otomatik,LPG & Benzin,ORTA
1099000.0,2016,295000.0,1598.0,130.0,Nissan,Otomatik,Dizel,ORTA
880000.0,2011,144900.0,1598.0,117.0,Nissan,Düz,LPG & Benzin,ORTA
335750.0,1998,354000.0,2494.0,104.0,Nissan,Düz,Dizel,EKONOMIK
1385000.0,2016,165000.0,1598.0,130.0,Nissan,Otomatik,Dizel,ORTA
1170000.0,2014,244000.0,1598.0,130.0,Nissan,Otomatik,Dizel,ORTA
865000.0,2012,286000.0,1461.0,110.0,Nissan,Düz,Dizel,ORTA
1410000.0,2018,73000.0,1197.0,115.0,Nissan,Otomatik,Benzin,UST
2699000.0,2025,21725.0,1332.0,158.0,Nissan,Otomatik,Hibrit,PREMIUM
2699000.0,2025,22000.0,1332.0,158.0,Nissan,Otomatik,Hibrit,PREMIUM
1795000.0,2018,54000.0,1598.0,130.0,Nissan,Otomatik,Dizel,PREMIUM
1150000.0,2015,97000.0,1197.0,115.0,Nissan,Otomatik,Benzin,ORTA
1014000.0,2013,120000.0,1598.0,117.0,Nissan,Otomatik,Benzin,ORTA
895000.0,2011,160000.0,1598.0,115.0,Nissan,Düz,LPG & Benzin,ORTA
1385000.0,2024,14331.0,999.0,115.0,Nissan,Yarı Otomatik,Benzin,UST
1049900.0,2012,172000.0,1461.0,110.0,Nissan,Düz,Dizel,ORTA
2319000.0,2023,67000.0,1497.0,190.0,Nissan,Otomatik,Hibrit,PREMIUM
875000.0,2016,252000.0,1461.0,110.0,Nissan,Düz,Dizel,ORTA
1190000.0,2016,207000.0,2298.0,190.0,Nissan,Otomatik,Dizel,EKONOMIK
1165000.0,2014,208000.0,1598.0,130.0,Nissan,Otomatik,Dizel,ORTA
920000.0,2012,140000.0,1598.0,117.0,Nissan,Otomatik,Benzin,ORTA
1100000.0,2016,95000.0,1598.0,117.0,Nissan,Otomatik,Benzin,ORTA
1030000.0,2012,158000.0,1598.0,115.0,Nissan,Düz,LPG & Benzin,ORTA
1299000.0,2016,75000.0,1197.0,115.0,Nissan,Otomatik,Benzin,UST
1350000.0,2016,201000.0,1598.0,130.0,Nissan,Otomatik,Dizel,ORTA
1275000.0,2016,150000.0,1461.0,110.0,Nissan,Düz,Dizel,ORTA
687000.0,2010,231000.0,1461.0,110.0,Nissan,Düz,Dizel,ORTA
380000.0,2006,452000.0,2488.0,133.0,Nissan,Düz,Dizel,EKONOMIK
799000.0,2013,283971.0,1461.0,110.0,Nissan,Düz,Dizel,ORTA
1630000.0,2020,69000.0,1332.0,160.0,Nissan,Yarı Otomatik,Benzin,PREMIUM
2625000.0,2024,6100.0,1332.0,158.0,Nissan,Otomatik,Hibrit,PREMIUM
1750000.0,2018,205000.0,1598.0,130.0,Nissan,Otomatik,Dizel,ORTA
1330000.0,2016,107000.0,1197.0,115.0,Nissan,Otomatik,Benzin,UST
1800000.0,2018,56000.0,1598.0,130.0,Nissan,Otomatik,Dizel,PREMIUM
2850000.0,2022,45000.0,1497.0,213.0,Nissan,Otomatik,Hibrit,PREMIUM
779000.0,2012,268000.0,2488.0,163.0,Nissan,Düz,Dizel,EKONOMIK
890000.0,2011,150000.0,1598.0,117.0,Nissan,Otomatik,LPG & Benzin,ORTA
1090000.0,2016,295000.0,1598.0,130.0,Nissan,Otomatik,Dizel,ORTA
880000.0,2011,144900.0,1598.0,117.0,Nissan,Düz,LPG & Benzin,ORTA
335750.0,1998,354000.0,2494.0,104.0,Nissan,Düz,Dizel,EKONOMIK
1385000.0,2016,165000.0,1598.0,130.0,Nissan,Otomatik,Dizel,ORTA
1170000.0,2014,244000.0,1598.0,130.0,Nissan,Otomatik,Dizel,ORTA
865000.0,2012,286000.0,1461.0,110.0,Nissan,Düz,Dizel,ORTA
1410000.0,2018,73000.0,1197.0,115.0,Nissan,Otomatik,Benzin,UST
2699000.0,2025,21725.0,1332.0,158.0,Nissan,Otomatik,Hibrit,PREMIUM
2699000.0,2025,22000.0,1332.0,158.0,Nissan,Otomatik,Hibrit,PREMIUM
1795000.0,2018,54000.0,1598.0,130.0,Nissan,Otomatik,Dizel,PREMIUM
1420000.0,2015,142000.0,1598.0,130.0,Nissan,Otomatik,Dizel,ORTA
810000.0,2010,205000.0,1598.0,115.0,Nissan,Düz,LPG & Benzin,ORTA
1585000.0,2016,80150.0,1598.0,130.0,Nissan,Otomatik,Dizel,ORTA
1330000.0,2017,83500.0,1197.0,115.0,Nissan,Otomatik,Benzin,UST
1600000.0,2020,148000.0,1461.0,115.0,Nissan,Yarı Otomatik,Dizel,ORTA
1275000.0,2018,225000.0,1598.0,130.0,Nissan,Otomatik,Dizel,ORTA
1690000.0,2017,152000.0,1598.0,130.0,Nissan,Otomatik,Dizel,ORTA
1300000.0,2014,168000.0,1598.0,130.0,Nissan,Düz,Dizel,ORTA
1460000.0,2021,36000.0,999.0,115.0,Nissan,Yarı Otomatik,Benzin,UST
1050000.0,2015,320000.0,1598.0,130.0,Nissan,Otomatik,Dizel,ORTA
1360000.0,2018,156000.0,1598.0,130.0,Nissan,Otomatik,Dizel,ORTA
899000.0,2017,155000.0,1461.0,110.0,Nissan,Düz,Dizel,ORTA
1075000.0,2018,137000.0,1461.0,110.0,Nissan,Düz,Dizel,ORTA
395000.0,1997,420000.0,2389.0,116.0,Nissan,Düz,LPG & Benzin,EKONOMIK
1430000.0,2018,152000.0,1598.0,130.0,Nissan,Otomatik,Dizel,ORTA
895000.0,2012,233000.0,1461.0,106.0,Nissan,Düz,Dizel,ORTA
1050000.0,2016,178000.0,1197.0,115.0,Nissan,Otomatik,Benzin,ORTA
1100000.0,2017,110000.0,1461.0,110.0,Nissan,Düz,Dizel,ORTA
15000000.0,2017,127300.0,1197.0,115.0,Nissan,Düz,Benzin,PREMIUM
1570000.0,2023,12000.0,999.0,115.0,Nissan,Yarı Otomatik,Benzin,UST
1495000.0,2022,28500.0,999.0,115.0,Nissan,Yarı Otomatik,Benzin,UST
2780000.0,2023,92000.0,1497.0,213.0,Nissan,Otomatik,Hibrit,PREMIUM
789000.0,2013,79450.0,1598.0,117.0,Nissan,Düz,Benzin,ORTA
975000.0,2012,95000.0,1598.0,117.0,Nissan,Otomatik,Benzin,ORTA
1490000.0,2015,150000.0,1598.0,130.0,Nissan,Otomatik,Dizel,ORTA
1045000.0,2015,206000.0,1598.0,130.0,Nissan,Otomatik,Dizel,ORTA
1150000.0,2015,265000.0,1461.0,110.0,Nissan,Düz,Dizel,ORTA
1240000.0,2014,196000.0,1598.0,130.0,Nissan,Otomatik,Dizel,ORTA
1329900.0,2021,43500.0,999.0,115.0,Nissan,Yarı Otomatik,Benzin,UST
850000.0,2008,199887.0,1598.0,115.0,Nissan,Düz,Benzin,ORTA
1499000.0,2024,39000.0,999.0,115.0,Nissan,Yarı Otomatik,Benzin,UST
1545000.0,2025,26500.0,999.0,115.0,Nissan,Yarı Otomatik,Benzin,UST
1485000.0,2024,17000.0,999.0,115.0,Nissan,Yarı Otomatik,Benzin,UST
1425000.0,2015,120000.0,1598.0,130.0,Nissan,Otomatik,Dizel,ORTA
849950.0,2016,199000.0,1461.0,110.0,Nissan,Düz,Dizel,ORTA
1390000.0,2016,110000.0,1598.0,130.0,Nissan,Otomatik,Dizel,ORTA
979000.0,2016,129000.0,1461.0,110.0,Nissan,Düz,Dizel,ORTA
1699000.0,2020,35385.0,1332.0,160.0,Nissan,Yarı Otomatik,Benzin,PREMIUM
1499000.0,2024,39935.0,999.0,115.0,Nissan,Yarı Otomatik,Benzin,UST
2610000.0,2023,80000.0,1497.0,213.0,Nissan,Otomatik,Benzin,PREMIUM
870000.0,2018,79000.0,1461.0,110.0,Nissan,Düz,Dizel,UST
2649900.0,2025,7000.0,1332.0,158.0,Nissan,Otomatik,Benzin,PREMIUM
2195000.0,2023,33000.0,1497.0,190.0,Nissan,Otomatik,Hibrit,PREMIUM
1410000.0,2024,44006.0,999.0,115.0,Nissan,Yarı Otomatik,Benzin,UST
1399000.0,2020,152000.0,1332.0,160.0,Nissan,Yarı Otomatik,Benzin,PREMIUM
2765000.0,2023,70000.0,1497.0,213.0,Nissan,Otomatik,Hibrit,PREMIUM
3399950.0,2025,6150.0,1497.0,213.0,Nissan,Otomatik,Benzin,PREMIUM
1160000.0,2015,194000.0,1461.0,110.0,Nissan,Düz,Dizel,ORTA
1500000.0,2015,153000.0,1598.0,130.0,Nissan,Otomatik,Dizel,ORTA
1645000.0,2018,113602.0,1598.0,130.0,Nissan,Otomatik,Dizel,ORTA
895000.0,2011,135000.0,1598.0,117.0,Nissan,Otomatik,Benzin,ORTA
1520000.0,2020,139000.0,1332.0,160.0,Nissan,Yarı Otomatik,Benzin,PREMIUM
850000.0,2012,232471.0,1461.0,110.0,Nissan,Düz,Dizel,ORTA
860000.0,2013,271000.0,1461.0,110.0,Nissan,Düz,Dizel,ORTA
1590000.0,2018,75000.0,1598.0,130.0,Nissan,Otomatik,Dizel,PREMIUM
1849000.0,2021,28000.0,1332.0,158.0,Nissan,Yarı Otomatik,Benzin,PREMIUM
1650000.0,2018,108500.0,1598.0,130.0,Nissan,Otomatik,Dizel,ORTA
2725000.0,2025,6010.0,1332.0,158.0,Nissan,Otomatik,Benzin,PREMIUM
920000.0,2011,179555.0,1598.0,115.0,Nissan,Düz,Benzin,ORTA
975000.0,2013,214000.0,1461.0,110.0,Nissan,Düz,Dizel,ORTA
1375000.0,2017,170250.0,1598.0,130.0,Nissan,Otomatik,Dizel,ORTA
1175000.0,2015,153000.0,1598.0,130.0,Nissan,Otomatik,Dizel,ORTA
1750000.0,2020,71000.0,1461.0,115.0,Nissan,Yarı Otomatik,Dizel,UST
1405000.0,2014,137000.0,1598.0,130.0,Nissan,Otomatik,Dizel,ORTA
576500.0,2011,260000.0,1598.0,117.0,Nissan,Düz,Benzin,ORTA
1560000.0,2017,85500.0,1461.0,110.0,Nissan,Düz,Dizel,UST
1230000.0,2018,284000.0,1598.0,130.0,Nissan,Otomatik,Dizel,ORTA
1510000.0,2017,98000.0,1197.0,115.0,Nissan,Otomatik,Benzin,UST
885000.0,2018,101000.0,1598.0,117.0,Nissan,Otomatik,Benzin,ORTA
1280000.0,2016,201000.0,1598.0,130.0,Nissan,Otomatik,Dizel,ORTA
1350000.0,2015,188000.0,1598.0,130.0,Nissan,Otomatik,Dizel,ORTA
1255000.0,2014,171000.0,1461.0,110.0,Nissan,Düz,Dizel,ORTA
1150000.0,2016,190000.0,1598.0,130.0,Nissan,Otomatik,Dizel,ORTA
1210000.0,2016,142000.0,1598.0,130.0,Nissan,Otomatik,Dizel,ORTA
2690000.0,2023,38328.0,1497.0,190.0,Nissan,Otomatik,Benzin,PREMIUM
1500000.0,2023,47000.0,999.0,115.0,Nissan,Yarı Otomatik,Benzin,UST
1750000.0,2020,100000.0,1461.0,115.0,Nissan,Yarı Otomatik,Dizel,UST
690000.0,2011,272000.0,1461.0,110.0,Nissan,Düz,Dizel,ORTA
1710000.0,2024,12500.0,999.0,115.0,Nissan,Yarı Otomatik,Benzin,UST
725000.0,2011,270000.0,1461.0,110.0,Nissan,Düz,Dizel,ORTA
985000.0,2016,162500.0,1197.0,115.0,Nissan,Düz,Benzin,ORTA
775000.0,2011,220000.0,1461.0,110.0,Nissan,Düz,Dizel,ORTA
1350000.0,2015,195000.0,1598.0,130.0,Nissan,Otomatik,Dizel,ORTA
1835000.0,2020,102965.0,1461.0,115.0,Nissan,Yarı Otomatik,Dizel,UST
995000.0,2011,122000.0,1461.0,106.0,Nissan,Düz,Dizel,ORTA
850000.0,2013,251000.0,1461.0,110.0,Nissan,Düz,Dizel,ORTA
1570000.0,2015,125000.0,1598.0,130.0,Nissan,Otomatik,Dizel,ORTA
650000.0,2003,242000.0,1998.0,140.0,Nissan,Otomatik,LPG & Benzin,EKONOMIK
1129900.0,2018,194000.0,1598.0,130.0,Nissan,Otomatik,Dizel,ORTA
1275000.0,2015,137000.0,1197.0,115.0,Nissan,Otomatik,Benzin,ORTA
880000.0,2012,177000.0,1598.0,117.0,Nissan,Otomatik,Benzin,ORTA
650000.0,2012,348000.0,1461.0,110.0,Nissan,Düz,Dizel,ORTA
890000.0,2011,155523.0,1598.0,115.0,Nissan,Düz,LPG & Benzin,ORTA
1415000.0,2020,208000.0,1332.0,160.0,Nissan,Yarı Otomatik,Benzin,ORTA
790000.0,2012,205000.0,1461.0,110.0,Nissan,Düz,Dizel,ORTA
750000.0,2012,235135.0,2488.0,190.0,Nissan,Düz,Dizel,EKONOMIK
1025000.0,2014,230000.0,1461.0,110.0,Nissan,Düz,Dizel,ORTA
1015000.0,2013,126000.0,1598.0,117.0,Nissan,Otomatik,LPG & Benzin,ORTA
1350000.0,2015,208000.0,1598.0,130.0,Nissan,Düz,Dizel,ORTA
609000.0,2012,285000.0,1461.0,110.0,Nissan,Düz,Dizel,ORTA
750000.0,2010,251000.0,1461.0,106.0,Nissan,Düz,Dizel,ORTA
1455000.0,2017,119900.0,1461.0,110.0,Nissan,Düz,Dizel,ORTA
1030000.0,2013,206000.0,1598.0,130.0,Nissan,Düz,Dizel,ORTA
735000.0,1998,241000.0,3275.0,170.0,Nissan,Otomatik,LPG & Benzin,EKONOMIK
1490000.0,2015,150000.0,1598.0,130.0,Nissan,Otomatik,Dizel,ORTA
1045000.0,2015,206000.0,1598.0,130.0,Nissan,Otomatik,Dizel,ORTA
793000.0,2011,285000.0,1995.0,150.0,Nissan,Otomatik,Dizel,EKONOMIK
1640000.0,2020,87000.0,1461.0,115.0,Nissan,Yarı Otomatik,Dizel,UST
1469900.0,2015,148000.0,1598.0,130.0,Nissan,Otomatik,Dizel,ORTA
1535000.0,2021,66000.0,2298.0,190.0,Nissan,Otomatik,Dizel,PREMIUM
1695000.0,2025,15000.0,999.0,115.0,Nissan,Yarı Otomatik,Benzin,UST
1080000.0,2011,217000.0,1995.0,150.0,Nissan,Otomatik,Dizel,EKONOMIK
1239750.0,2015,105000.0,1197.0,115.0,Nissan,Otomatik,Benzin,ORTA
1989000.0,2022,60000.0,1497.0,190.0,Nissan,Otomatik,Hibrit,PREMIUM
790000.0,2012,143000.0,1461.0,110.0,Nissan,Düz,Dizel,ORTA
2635000.0,2025,25000.0,1332.0,158.0,Nissan,Otomatik,Hibrit,PREMIUM
2289000.0,2023,69000.0,1332.0,158.0,Nissan,Otomatik,Hibrit,PREMIUM
1175500.0,2015,249000.0,1598.0,130.0,Nissan,Otomatik,Dizel,ORTA
1249500.0,2017,139678.0,2298.0,190.0,Nissan,Otomatik,Dizel,EKONOMIK
1185000.0,2015,84000.0,1598.0,117.0,Nissan,Otomatik,Benzin,ORTA
1395000.0,2015,123000.0,1598.0,130.0,Nissan,Otomatik,Dizel,ORTA
1090000.0,2015,201000.0,1598.0,130.0,Nissan,Otomatik,Dizel,ORTA
970000.0,2018,295000.0,1598.0,130.0,Nissan,Otomatik,Dizel,ORTA
865000.0,2012,180000.0,1461.0,110.0,Nissan,Düz,Dizel,ORTA
1490000.0,2016,128000.0,1598.0,130.0,Nissan,Otomatik,Dizel,ORTA
860000.0,2010,187000.0,1461.0,106.0,Nissan,Düz,Dizel,ORTA
1725000.0,2019,87000.0,1461.0,115.0,Nissan,Yarı Otomatik,Dizel,UST
1095000.0,2012,139500.0,1598.0,117.0,Nissan,Otomatik,Benzin,ORTA
820000.0,2012,198000.0,1461.0,106.0,Nissan,Düz,Dizel,ORTA
1215000.0,2017,105000.0,1598.0,130.0,Nissan,Otomatik,Dizel,ORTA
860000.0,2013,190000.0,1461.0,110.0,Nissan,Düz,Dizel,ORTA
855000.0,2013,198200.0,1461.0,110.0,Nissan,Düz,Dizel,ORTA
1440000.0,2020,134000.0,1332.0,160.0,Nissan,Yarı Otomatik,Benzin,PREMIUM
668000.0,2011,224000.0,1461.0,110.0,Nissan,Düz,Dizel,ORTA
465000.0,2004,438000.0,2488.0,133.0,Nissan,Düz,Dizel,EKONOMIK
1745000.0,2019,126000.0,1332.0,160.0,Nissan,Yarı Otomatik,Benzin,PREMIUM
650000.0,2011,260000.0,1461.0,110.0,Nissan,Düz,Dizel,ORTA
885000.0,2014,257000.0,1598.0,130.0,Nissan,Düz,Dizel,ORTA
1599999.0,2017,90000.0,1598.0,130.0,Nissan,Otomatik,Dizel,ORTA
600000.0,2012,220000.0,1598.0,117.0,Nissan,Düz,LPG & Benzin,ORTA
1375000.0,2017,170000.0,1598.0,130.0,Nissan,Otomatik,Dizel,ORTA
1115000.0,2016,239000.0,1598.0,130.0,Nissan,Otomatik,Dizel,ORTA
825000.0,2012,169000.0,1598.0,117.0,Nissan,Otomatik,LPG & Benzin,ORTA
425000.0,2004,489800.0,2488.0,133.0,Nissan,Düz,Dizel,EKONOMIK
1040000.0,2014,189000.0,1461.0,110.0,Nissan,Düz,Dizel,ORTA
1565000.0,2024,30726.0,999.0,115.0,Nissan,Yarı Otomatik,Benzin,UST
890000.0,2011,97000.0,1598.0,115.0,Nissan,Düz,Benzin,ORTA
925000.0,2013,180000.0,1461.0,110.0,Nissan,Düz,Dizel,ORTA
900000.0,2011,198000.0,1461.0,110.0,Nissan,Düz,Dizel,ORTA
1598000.0,2020,90580.0,1461.0,115.0,Nissan,Yarı Otomatik,Dizel,UST
1150000.0,2010,230000.0,1995.0,150.0,Nissan,Otomatik,Dizel,EKONOMIK
780000.0,2011,107000.0,1598.0,117.0,Nissan,Düz,Benzin,ORTA
920000.0,2011,163800.0,1598.0,117.0,Nissan,Otomatik,LPG & Benzin,ORTA
1390000.0,2016,202500.0,1598.0,130.0,Nissan,Düz,Dizel,ORTA
650000.0,2009,351625.0,1461.0,106.0,Nissan,Düz,Dizel,ORTA
1250000.0,2016,135000.0,1197.0,115.0,Nissan,Otomatik,Benzin,ORTA
1535000.0,2019,125600.0,1332.0,160.0,Nissan,Yarı Otomatik,Benzin,PREMIUM
2160000.0,2023,67000.0,1497.0,190.0,Nissan,Otomatik,Hibrit,PREMIUM
1025000.0,2013,80000.0,1598.0,117.0,Nissan,Otomatik,LPG & Benzin,ORTA
925000.0,2013,244000.0,1461.0,110.0,Nissan,Düz,Dizel,ORTA
980000.0,2012,114000.0,1598.0,117.0,Nissan,Otomatik,Benzin,ORTA
1380000.0,2016,215000.0,1598.0,130.0,Nissan,Otomatik,Dizel,ORTA
1385000.0,2014,138000.0,1461.0,110.0,Nissan,Düz,Dizel,ORTA
1460000.0,2018,141000.0,1598.0,130.0,Nissan,Otomatik,Dizel,ORTA
1965000.0,2023,25900.0,1332.0,158.0,Nissan,Otomatik,Benzin,PREMIUM
870000.0,2011,146500.0,1598.0,115.0,Nissan,Düz,LPG & Benzin,ORTA
699000.0,2012,238000.0,1461.0,110.0,Nissan,Düz,Dizel,ORTA
1300000.0,2018,181000.0,1598.0,130.0,Nissan,Otomatik,Dizel,ORTA
1150000.0,2017,234000.0,1598.0,130.0,Nissan,Otomatik,Dizel,ORTA
1650000.0,2018,54000.0,1461.0,110.0,Nissan,Düz,Dizel,UST
1800000.0,2018,88430.0,1598.0,130.0,Nissan,Otomatik,Dizel,PREMIUM
1950000.0,2021,49000.0,2298.0,190.0,Nissan,Otomatik,Dizel,PREMIUM
900000.0,2012,180000.0,1461.0,110.0,Nissan,Düz,Dizel,ORTA
630000.0,2011,230000.0,1461.0,110.0,Nissan,Düz,Dizel,ORTA
1000000.0,2014,160000.0,1197.0,115.0,Nissan,Düz,Benzin,ORTA
1300000.0,2014,177000.0,1461.0,110.0,Nissan,Düz,Dizel,ORTA
765000.0,2011,122500.0,1461.0,106.0,Nissan,Düz,Dizel,ORTA
765000.0,2011,122000.0,1461.0,106.0,Nissan,Düz,Dizel,ORTA
1385000.0,2020,257000.0,1461.0,115.0,Nissan,Yarı Otomatik,Dizel,ORTA
1499900.0,2020,109000.0,1332.0,160.0,Nissan,Yarı Otomatik,Benzin,PREMIUM
750000.0,2012,323000.0,1461.0,106.0,Nissan,Düz,Dizel,ORTA
975000.0,2012,187000.0,1461.0,106.0,Nissan,Düz,Dizel,ORTA
1349000.0,2014,137000.0,1197.0,115.0,Nissan,Otomatik,Benzin,ORTA
2195000.0,2024,15000.0,1332.0,158.0,Nissan,Otomatik,Benzin,PREMIUM
1135000.0,2018,55000.0,1461.0,110.0,Nissan,Düz,Dizel,UST
1515000.0,2024,30000.0,999.0,115.0,Nissan,Yarı Otomatik,Benzin,UST
1215000.0,2016,229000.0,1598.0,130.0,Nissan,Otomatik,Dizel,ORTA
749000.0,2017,191000.0,1461.0,110.0,Nissan,Düz,Dizel,ORTA
1287750.0,2020,119561.0,1332.0,160.0,Nissan,Yarı Otomatik,Benzin,PREMIUM
1275000.0,2014,200000.0,1598.0,130.0,Nissan,Otomatik,Dizel,ORTA
1167500.0,2021,73500.0,999.0,115.0,Nissan,Düz,Benzin,UST
1370000.0,2016,211000.0,1598.0,130.0,Nissan,Otomatik,Dizel,ORTA
740000.0,2008,230000.0,1598.0,115.0,Nissan,Düz,LPG & Benzin,ORTA
849000.0,2016,117000.0,1461.0,110.0,Nissan,Düz,Dizel,ORTA
975000.0,2012,151000.0,1461.0,110.0,Nissan,Düz,Dizel,ORTA
1075000.0,2012,139000.0,1598.0,115.0,Nissan,Düz,LPG & Benzin,ORTA
925000.0,2013,244000.0,1461.0,110.0,Nissan,Düz,Dizel,ORTA
