Yil,Kilometre,Motor_Hacmi,Motor_Gucu,Tork,Hizlanma_0_100,Maks_Hiz,Uzunluk,Genislik,Yukseklik,Bos_Agirlik,Koltuk_Sayisi,Bagaj_Hacmi,Silindir_Sayisi,Ort_Kasko,Marka,Vites_Tipi,Yakit_Tipi,Kasa_Tipi,Cekis,Kimden,Fiyat,Tahmin_Fiyat,Gercek_Fiyat,Fark_TL,Fark_Pct,Durum
2010,336000.0,2488.0,144.0,,12.7,,5220.0,1850.0,1766.0,,5.0,,4.0,15946.0,Nissan,Düz,Dizel,Hard top,Arkadan İtiş,Sahibinden,585000.0,590102,585000,-5102,-0.9,MAKUL
2011,265000.0,1461.0,110.0,,11.3,,4135.0,1765.0,1570.0,,5.0,,4.0,16754.0,Nissan,Düz,Dizel,SUV,Önden Çekiş,Sahibinden,595000.0,610614,595000,-15614,-2.6,MAKUL
2021,85000.0,999.0,115.0,,11.8,,4210.0,1800.0,1595.0,,5.0,,3.0,11957.0,Nissan,Yarı Otomatik,Benzin,SUV,Önden Çekiş,Galeriden,1299000.0,1315614,1299000,-16614,-1.3,MAKUL
2017,275000.0,2298.0,190.0,,10.8,,5330.0,1850.0,1840.0,,5.0,,4.0,15946.0,Nissan,Otomatik,Dizel,Hard top,4WD (Sürekli),Galeriden,1085000.0,1106581,1085000,-21581,-2.0,MAKUL
2011,278000.0,1461.0,110.0,,11.3,,4135.0,1765.0,1570.0,,5.0,,4.0,16754.0,Nissan,Düz,Dizel,SUV,Önden Çekiş,Galeriden,665000.0,653177,665000,11822,1.8,MAKUL
2017,73000.0,1591.0,130.0,,11.5,,4394.0,1806.0,1615.0,,5.0,,4.0,15946.0,Nissan,Otomatik,Dizel,SUV,Önden Çekiş,Galeriden,1635000.0,1656565,1635000,-21565,-1.3,MAKUL
2024,13000.0,1591.0,130.0,,11.5,,4394.0,1806.0,1615.0,,5.0,,4.0,15946.0,Nissan,Otomatik,Hibrit,SUV,AWD (Elektronik),Galeriden,2579000.0,2581519,2579000,-2519,-0.1,MAKUL
2023,51000.0,1591.0,130.0,,11.5,,4394.0,1806.0,1615.0,,5.0,,4.0,15946.0,Nissan,Otomatik,Hibrit,SUV,Önden Çekiş,Galeriden,1969000.0,2009493,1969000,-40493,-2.0,MAKUL
2017,129000.0,1598.0,130.0,,11.1,,4394.0,1806.0,1590.0,,5.0,,4.0,17538.0,Nissan,Otomatik,Dizel,SUV,Önden Çekiş,Galeriden,1575000.0,1525668,1575000,49331,3.2,MAKUL
2017,90000.0,1591.0,130.0,,11.5,,4394.0,1806.0,1615.0,,5.0,,4.0,15946.0,Nissan,Otomatik,Dizel,SUV,Önden Çekiş,Galeriden,1730000.0,1668154,1730000,61845,3.7,MAKUL
2015,155000.0,1598.0,130.0,,11.4,,4643.0,1820.0,1695.0,,7.0,,4.0,16177.0,Nissan,Otomatik,Dizel,SUV,Önden Çekiş,Galeriden,1353000.0,1406977,1353000,-53977,-3.8,MAKUL
2018,144000.0,1591.0,130.0,,11.5,,4394.0,1806.0,1615.0,,5.0,,4.0,15946.0,Nissan,Düz,Dizel,SUV,Önden Çekiş,Galeriden,1585000.0,1528264,1585000,56735,3.7,MAKUL
2016,40000.0,1591.0,130.0,,11.5,,4394.0,1806.0,1615.0,,5.0,,4.0,15946.0,Nissan,Otomatik,Benzin,SUV,Önden Çekiş,Galeriden,1389500.0,1401206,1389500,-11706,-0.8,MAKUL
2014,168000.0,1197.0,115.0,,12.9,,4379.0,1800.0,1590.0,,5.0,,4.0,17977.0,Nissan,Otomatik,Benzin,SUV,Önden Çekiş,Galeriden,1169000.0,1208125,1169000,-39125,-3.2,MAKUL
2019,185000.0,1461.0,115.0,,13.0,,4394.0,1806.0,1590.0,,5.0,,4.0,15261.0,Nissan,Yarı Otomatik,Dizel,SUV,Önden Çekiş,Galeriden,1465000.0,1471451,1465000,-6451,-0.4,MAKUL
2013,187000.0,1591.0,130.0,,11.5,,4394.0,1806.0,1615.0,,5.0,,4.0,15946.0,Nissan,Düz,Dizel,SUV,Arkadan İtiş,Galeriden,800000.0,855904,800000,-55904,-6.5,MAKUL
2013,310000.0,1461.0,110.0,,12.2,,4330.0,1783.0,1615.0,,5.0,,4.0,15761.0,Nissan,Düz,Dizel,SUV,Önden Çekiş,Sahibinden,700000.0,754949,700000,-54949,-7.3,MAKUL
2017,230000.0,1461.0,110.0,,11.9,,4394.0,1806.0,1590.0,,5.0,,4.0,17538.0,Nissan,Düz,Dizel,SUV,Önden Çekiş,Galeriden,1269000.0,1251585,1269000,17414,1.4,MAKUL
2023,40000.0,1332.0,158.0,,9.2,,4425.0,1848.0,1625.0,,5.0,,4.0,15528.0,Nissan,Yarı Otomatik,Hibrit,SUV,Önden Çekiş,Sahibinden,1945000.0,1963673,1945000,-18673,-1.0,MAKUL
2012,146000.0,1591.0,130.0,,11.5,,4394.0,1806.0,1615.0,,5.0,,4.0,15946.0,Nissan,Otomatik,Benzin,Crossover,Önden Çekiş,Galeriden,895000.0,911719,895000,-16719,-1.8,MAKUL
2011,163500.0,1461.0,106.0,,12.2,,4315.0,1780.0,1615.0,,5.0,,4.0,14969.0,Nissan,Düz,Dizel,SUV,Önden Çekiş,Sahibinden,950000.0,855802,950000,94197,11.0,PAHALI
2012,271000.0,1461.0,106.0,,12.2,,4315.0,1780.0,1615.0,,5.0,,4.0,13348.0,Nissan,Düz,Dizel,SUV,Önden Çekiş,Sahibinden,830000.0,816392,830000,13607,1.7,MAKUL
2025,6001.0,1591.0,130.0,,11.5,,4394.0,1806.0,1615.0,,5.0,,4.0,15946.0,Nissan,Otomatik,Benzin,SUV,Önden Çekiş,Sahibinden,1860000.0,2055859,1860000,-195859,-9.5,MAKUL
2017,295000.0,1461.0,110.0,,11.9,,4394.0,1806.0,1590.0,,5.0,,4.0,17538.0,Nissan,Düz,Dizel,SUV,Önden Çekiş,Sahibinden,1040000.0,1112993,1040000,-72993,-6.6,MAKUL
2011,143000.0,1591.0,130.0,,11.5,,4394.0,1806.0,1615.0,,5.0,,4.0,15946.0,Nissan,Düz,Benzin,SUV,Önden Çekiş,Galeriden,949750.0,956349,949750,-6599,-0.7,MAKUL
2020,109000.0,1591.0,130.0,,11.5,,4394.0,1806.0,1615.0,,5.0,,4.0,15946.0,Nissan,Otomatik,Benzin,SUV,Önden Çekiş,Galeriden,1839000.0,1820067,1839000,18932,1.0,MAKUL
2012,163000.0,1598.0,117.0,,11.5,,4135.0,1765.0,1570.0,,5.0,,4.0,16754.0,Nissan,Otomatik,Benzin,SUV,Önden Çekiş,Galeriden,875000.0,869479,875000,5520,0.6,MAKUL
2019,214000.0,1461.0,115.0,,13.0,,4394.0,1806.0,1590.0,,5.0,,4.0,16546.0,Nissan,Yarı Otomatik,Dizel,SUV,Önden Çekiş,Galeriden,1449000.0,1440947,1449000,8052,0.6,MAKUL
2005,388000.0,1591.0,130.0,,11.5,,4394.0,1806.0,1615.0,,5.0,,4.0,15946.0,Nissan,Düz,Dizel,SUV,Arkadan İtiş,Galeriden,385000.0,397794,385000,-12794,-3.2,MAKUL
2012,239000.0,1591.0,130.0,,11.5,,4394.0,1806.0,1615.0,,5.0,,4.0,15946.0,Nissan,Düz,Dizel,Crossover,Önden Çekiş,Galeriden,675000.0,700916,675000,-25916,-3.7,MAKUL
2017,45000.0,1591.0,130.0,,11.5,,4394.0,1806.0,1615.0,,5.0,,4.0,15946.0,Nissan,Otomatik,Dizel,SUV,Önden Çekiş,Galeriden,1825000.0,1801057,1825000,23942,1.3,MAKUL
2012,232471.0,1461.0,110.0,,12.2,,4330.0,1783.0,1615.0,,5.0,,4.0,13348.0,Nissan,Düz,Dizel,SUV,Önden Çekiş,Galeriden,850000.0,866693,850000,-16693,-1.9,MAKUL
2001,246000.0,2488.0,133.0,,13.0,,5090.0,1825.0,1830.0,,5.0,,4.0,15946.0,Nissan,Düz,Dizel,Hard top,Arkadan İtiş,Galeriden,290000.0,322415,290000,-32415,-10.1,FIRSAT
2020,88500.0,999.0,115.0,,11.8,,4210.0,1800.0,1595.0,,5.0,,3.0,11957.0,Nissan,Yarı Otomatik,Benzin,SUV,Önden Çekiş,Galeriden,1255000.0,1278565,1255000,-23565,-1.8,MAKUL
2025,24000.0,1591.0,130.0,,11.5,,4394.0,1806.0,1615.0,,5.0,,4.0,15946.0,Nissan,Otomatik,Benzin,SUV,Önden Çekiş,Galeriden,2265000.0,2231958,2265000,33041,1.5,MAKUL
2019,106500.0,1461.0,115.0,,13.0,,4394.0,1806.0,1590.0,,5.0,,4.0,16546.0,Nissan,Yarı Otomatik,Dizel,SUV,Önden Çekiş,Galeriden,1495000.0,1509090,1495000,-14090,-0.9,MAKUL
2016,155000.0,1598.0,130.0,,10.7,,4379.0,1800.0,1590.0,,5.0,,4.0,17977.0,Nissan,Otomatik,Dizel,SUV,Önden Çekiş,Galeriden,1355000.0,1395510,1355000,-40510,-2.9,MAKUL
2022,44906.0,1497.0,213.0,,7.0,,4680.0,1840.0,1725.0,,5.0,,3.0,15946.0,Nissan,Otomatik,Benzin,SUV,4WD (Sürekli),Galeriden,2705000.0,2702848,2705000,2151,0.1,MAKUL
2015,372000.0,1598.0,130.0,,11.4,,4643.0,1820.0,1695.0,,7.0,,4.0,19938.0,Nissan,Otomatik,Dizel,SUV,Önden Çekiş,Galeriden,975000.0,996238,975000,-21238,-2.1,MAKUL
2015,219750.0,1598.0,130.0,,11.4,,4643.0,1820.0,1695.0,,7.0,,4.0,16177.0,Nissan,Otomatik,Dizel,SUV,Önden Çekiş,Galeriden,1265000.0,1239482,1265000,25517,2.1,MAKUL
2015,140000.0,1591.0,130.0,,11.5,,4394.0,1806.0,1615.0,,5.0,,4.0,15946.0,Nissan,Otomatik,Benzin,SUV,Önden Çekiş,Galeriden,1099000.0,1171902,1099000,-72902,-6.2,MAKUL
2012,210000.0,2488.0,163.0,,11.6,,5396.0,1848.0,1790.0,,5.0,,4.0,15946.0,Nissan,Otomatik,Dizel,Hard top,Arkadan İtiş,Galeriden,840000.0,873263,840000,-33263,-3.8,MAKUL
2011,112000.0,1591.0,130.0,,11.5,,4394.0,1806.0,1615.0,,5.0,,4.0,15946.0,Nissan,Düz,Benzin,SUV,Önden Çekiş,Galeriden,925000.0,958764,925000,-33764,-3.5,MAKUL
2009,137000.0,1598.0,115.0,,12.0,,4315.0,1780.0,1615.0,,5.0,,4.0,13348.0,Nissan,Düz,LPG & Benzin,SUV,Önden Çekiş,Galeriden,850000.0,856359,850000,-6359,-0.7,MAKUL
2012,108100.0,1591.0,130.0,,11.5,,4394.0,1806.0,1615.0,,5.0,,4.0,15946.0,Nissan,Otomatik,Benzin,SUV,Önden Çekiş,Galeriden,925000.0,954293,925000,-29293,-3.1,MAKUL
2024,20000.0,1591.0,130.0,,11.5,,4394.0,1806.0,1615.0,,5.0,,4.0,15946.0,Nissan,Otomatik,Hibrit,SUV,Önden Çekiş,Galeriden,2725000.0,2680068,2725000,44931,1.7,MAKUL
2017,14000.0,1591.0,130.0,,11.5,,4394.0,1806.0,1615.0,,5.0,,4.0,15946.0,Nissan,Otomatik,Benzin,Crossover,Önden Çekiş,Galeriden,1225000.0,1254340,1225000,-29340,-2.3,MAKUL
2018,98000.0,1591.0,130.0,,11.5,,4394.0,1806.0,1615.0,,5.0,,4.0,15946.0,Nissan,Otomatik,Dizel,SUV,Önden Çekiş,Galeriden,1685000.0,1661307,1685000,23692,1.4,MAKUL
2015,308000.0,1598.0,130.0,,10.7,,4379.0,1800.0,1590.0,,5.0,,4.0,17538.0,Nissan,Otomatik,Dizel,SUV,Önden Çekiş,Galeriden,978000.0,1008403,978000,-30403,-3.0,MAKUL
2017,109000.0,1591.0,130.0,,11.5,,4394.0,1806.0,1615.0,,5.0,,4.0,15946.0,Nissan,Otomatik,Dizel,SUV,Önden Çekiş,Galeriden,1670000.0,1546671,1670000,123328,8.0,MAKUL
2015,131000.0,1591.0,130.0,,11.5,,4394.0,1806.0,1615.0,,5.0,,4.0,15946.0,Nissan,Düz,Dizel,SUV,Önden Çekiş,Galeriden,1385000.0,1100145,1385000,284854,25.9,PAHALI
2018,193000.0,1591.0,130.0,,11.5,,4394.0,1806.0,1615.0,,5.0,,4.0,15946.0,Nissan,Otomatik,Dizel,SUV,Önden Çekiş,Galeriden,1185000.0,1343952,1185000,-158952,-11.8,FIRSAT
2014,208000.0,1598.0,130.0,,10.7,,4379.0,1800.0,1590.0,,5.0,,4.0,18918.0,Nissan,Otomatik,Dizel,SUV,Önden Çekiş,Galeriden,1165000.0,1177479,1165000,-12479,-1.1,MAKUL
2012,140000.0,1598.0,117.0,,11.5,,4135.0,1765.0,1570.0,,5.0,,4.0,16754.0,Nissan,Otomatik,Benzin,SUV,Önden Çekiş,Galeriden,920000.0,881585,920000,38414,4.4,MAKUL
2016,197000.0,1591.0,130.0,,11.5,,4394.0,1806.0,1615.0,,5.0,,4.0,15946.0,Nissan,Otomatik,Dizel,SUV,Önden Çekiş,Galeriden,1279000.0,1267819,1279000,11180,0.9,MAKUL
2016,95000.0,1598.0,117.0,,11.5,,4135.0,1765.0,1565.0,,5.0,,4.0,16754.0,Nissan,Otomatik,Benzin,SUV,Önden Çekiş,Sahibinden,1100000.0,1104583,1100000,-4583,-0.4,MAKUL
2012,158000.0,1598.0,115.0,,11.8,,4330.0,1783.0,1615.0,,5.0,,4.0,13348.0,Nissan,Düz,LPG & Benzin,SUV,Önden Çekiş,Sahibinden,1050000.0,1038703,1050000,11296,1.1,MAKUL
2016,75000.0,1197.0,115.0,,12.9,,4379.0,1800.0,1590.0,,5.0,,4.0,17977.0,Nissan,Otomatik,Benzin,SUV,Önden Çekiş,Sahibinden,1299000.0,1321874,1299000,-22874,-1.7,MAKUL
2016,201000.0,1598.0,130.0,,10.7,,4379.0,1800.0,1590.0,,5.0,,4.0,17538.0,Nissan,Otomatik,Dizel,SUV,Önden Çekiş,Sahibinden,1350000.0,1322725,1350000,27274,2.1,MAKUL
2016,290000.0,1591.0,130.0,,11.5,,4394.0,1806.0,1615.0,,5.0,,4.0,15946.0,Nissan,Otomatik,Dizel,Pick-Up,4WD (Sürekli),Sahibinden,1200000.0,1197063,1200000,2936,0.2,MAKUL
2023,14350.0,1591.0,130.0,,11.5,,4394.0,1806.0,1615.0,,5.0,,4.0,15946.0,Nissan,Otomatik,Benzin,SUV,4WD (Sürekli),Sahibinden,2375000.0,2382751,2375000,-7751,-0.3,MAKUL
2016,150000.0,1461.0,110.0,,12.4,,4379.0,1800.0,1590.0,,5.0,,4.0,17538.0,Nissan,Düz,Dizel,SUV,Önden Çekiş,Sahibinden,1275000.0,1294332,1275000,-19332,-1.5,MAKUL
2010,231000.0,1461.0,110.0,,12.2,,4330.0,1783.0,1615.0,,5.0,,4.0,13348.0,Nissan,Düz,Dizel,SUV,Önden Çekiş,Sahibinden,687000.0,710932,687000,-23932,-3.4,MAKUL
2018,70000.0,1591.0,130.0,,11.5,,4394.0,1806.0,1615.0,,5.0,,4.0,15946.0,Nissan,Otomatik,Benzin,SUV,Önden Çekiş,Galeriden,1385000.0,1394685,1385000,-9685,-0.7,MAKUL
2006,452000.0,2488.0,133.0,,11.7,,5090.0,1690.0,1630.0,,5.0,,4.0,15946.0,Nissan,Düz,Dizel,Hard top,Arkadan İtiş,Sahibinden,380000.0,390900,380000,-10900,-2.8,MAKUL
2013,283971.0,1461.0,110.0,,12.2,,4330.0,1783.0,1615.0,,5.0,,4.0,15761.0,Nissan,Düz,Dizel,SUV,Önden Çekiş,Galeriden,799000.0,825606,799000,-26606,-3.2,MAKUL
2020,69000.0,1332.0,160.0,,10.1,,4394.0,1806.0,1590.0,,5.0,,4.0,16546.0,Nissan,Yarı Otomatik,Benzin,SUV,Önden Çekiş,Sahibinden,1630000.0,1651834,1630000,-21834,-1.3,MAKUL
2024,6100.0,1332.0,158.0,,9.2,,4425.0,1848.0,1625.0,,5.0,,4.0,18751.0,Nissan,Otomatik,Hibrit,SUV,Önden Çekiş,Sahibinden,2625000.0,2597260,2625000,27739,1.1,MAKUL
2018,205000.0,1598.0,130.0,,11.4,,4690.0,1820.0,1710.0,,5.0,,4.0,15946.0,Nissan,Otomatik,Dizel,SUV,Önden Çekiş,Sahibinden,1750000.0,1728367,1750000,21632,1.3,MAKUL
2016,107000.0,1197.0,115.0,,12.9,,4379.0,1800.0,1590.0,,5.0,,4.0,18918.0,Nissan,Otomatik,Benzin,SUV,Önden Çekiş,Sahibinden,1350000.0,1321873,1350000,28126,2.1,MAKUL
2018,56000.0,1598.0,130.0,,11.1,,4394.0,1806.0,1590.0,,5.0,,4.0,17538.0,Nissan,Otomatik,Dizel,SUV,Önden Çekiş,Sahibinden,1800000.0,1760878,1800000,39121,2.2,MAKUL
2022,45000.0,1497.0,213.0,,7.0,,4680.0,1840.0,1725.0,,5.0,,3.0,15946.0,Nissan,Otomatik,Hibrit,SUV,4WD (Sürekli),Sahibinden,2850000.0,2848058,2850000,1941,0.1,MAKUL
2012,268000.0,2488.0,163.0,,12.0,,5396.0,1848.0,1790.0,,5.0,,4.0,15946.0,Nissan,Düz,Dizel,Hard top,Arkadan İtiş,Galeriden,779000.0,784190,779000,-5190,-0.7,MAKUL
2011,150000.0,1598.0,117.0,,11.5,,4135.0,1765.0,1570.0,,5.0,,4.0,16754.0,Nissan,Otomatik,LPG & Benzin,SUV,Önden Çekiş,Sahibinden,890000.0,888448,890000,1551,0.2,MAKUL
2016,295000.0,1598.0,130.0,,11.4,,4643.0,1820.0,1695.0,,7.0,,4.0,19938.0,Nissan,Otomatik,Dizel,SUV,Önden Çekiş,Sahibinden,1099000.0,1097261,1099000,1738,0.2,MAKUL
2011,144900.0,1598.0,117.0,,11.0,,4135.0,1765.0,1570.0,,5.0,,4.0,17260.0,Nissan,Düz,LPG & Benzin,SUV,Önden Çekiş,Sahibinden,880000.0,879392,880000,607,0.1,MAKUL
1998,354000.0,2494.0,104.0,,17.4,,4885.0,1820.0,1720.0,,5.0,,4.0,15946.0,Nissan,Düz,Dizel,Panelvan,4WD (Sürekli),Sahibinden,335750.0,356782,335750,-21032,-5.9,MAKUL
2016,165000.0,1598.0,130.0,,10.7,,4379.0,1800.0,1590.0,,5.0,,4.0,17977.0,Nissan,Otomatik,Dizel,SUV,Önden Çekiş,Sahibinden,1385000.0,1397758,1385000,-12758,-0.9,MAKUL
2014,244000.0,1598.0,130.0,,10.7,,4379.0,1800.0,1590.0,,5.0,,4.0,17977.0,Nissan,Otomatik,Dizel,SUV,Önden Çekiş,Sahibinden,1170000.0,1163615,1170000,6384,0.5,MAKUL
2012,286000.0,1461.0,110.0,,12.2,,4330.0,1783.0,1615.0,,5.0,,4.0,15761.0,Nissan,Düz,Dizel,SUV,Önden Çekiş,Sahibinden,865000.0,843516,865000,21483,2.5,MAKUL
2018,73000.0,1197.0,115.0,,12.9,,4394.0,1806.0,1590.0,,5.0,,4.0,17538.0,Nissan,Otomatik,Benzin,SUV,Önden Çekiş,Sahibinden,1410000.0,1417818,1410000,-7818,-0.6,MAKUL
2025,21725.0,1332.0,158.0,,9.2,,4425.0,1848.0,1625.0,,5.0,,4.0,18751.0,Nissan,Otomatik,Hibrit,SUV,Önden Çekiş,Yetkili Bayiden,2699000.0,2683229,2699000,15770,0.6,MAKUL
2025,22000.0,1332.0,158.0,,9.2,,4425.0,1848.0,1625.0,,5.0,,4.0,18751.0,Nissan,Otomatik,Hibrit,SUV,Önden Çekiş,Yetkili Bayiden,2699000.0,2682676,2699000,16323,0.6,MAKUL
2017,179000.0,1591.0,130.0,,11.5,,4394.0,1806.0,1615.0,,5.0,,4.0,15946.0,Nissan,Düz,Dizel,SUV,Arkadan İtiş,Galeriden,1065000.0,1065615,1065000,-615,-0.1,MAKUL
2018,54000.0,1598.0,130.0,,11.1,,4394.0,1806.0,1590.0,,5.0,,4.0,14536.0,Nissan,Otomatik,Dizel,SUV,Önden Çekiş,Galeriden,1795000.0,1757208,1795000,37791,2.2,MAKUL
2015,97000.0,1197.0,115.0,,12.9,,4379.0,1800.0,1590.0,,5.0,,4.0,18918.0,Nissan,Otomatik,Benzin,SUV,Önden Çekiş,Galeriden,1150000.0,1216086,1150000,-66086,-5.4,MAKUL
2013,120000.0,1598.0,117.0,,13.0,,4330.0,1780.0,1615.0,,5.0,,4.0,15761.0,Nissan,Otomatik,Benzin,SUV,Önden Çekiş,Galeriden,1014000.0,1022767,1014000,-8767,-0.9,MAKUL
2011,234000.0,1591.0,130.0,,11.5,,4394.0,1806.0,1615.0,,5.0,,4.0,15946.0,Nissan,Düz,Dizel,SUV,Önden Çekiş,Galeriden,799000.0,729643,799000,69356,9.5,MAKUL
2011,160000.0,1598.0,115.0,,12.0,,4315.0,1780.0,1615.0,,5.0,,4.0,15761.0,Nissan,Düz,LPG & Benzin,SUV,Önden Çekiş,Galeriden,895000.0,914024,895000,-19024,-2.1,MAKUL
2011,220000.0,1591.0,130.0,,11.5,,4394.0,1806.0,1615.0,,5.0,,4.0,15946.0,Nissan,Düz,Benzin,SUV,Önden Çekiş,Galeriden,759000.0,759077,759000,-77,-0.0,MAKUL
2024,14331.0,999.0,115.0,,11.8,,4210.0,1800.0,1595.0,,5.0,,3.0,16173.0,Nissan,Yarı Otomatik,Benzin,SUV,Önden Çekiş,Galeriden,1385000.0,1408532,1385000,-23532,-1.7,MAKUL
2012,172000.0,1461.0,110.0,,12.2,,4330.0,1783.0,1615.0,,5.0,,4.0,15761.0,Nissan,Düz,Dizel,SUV,Önden Çekiş,Galeriden,1049900.0,977532,1049900,72367,7.4,MAKUL
2023,67000.0,1497.0,190.0,,7.9,,4425.0,1835.0,1625.0,,5.0,,3.0,18356.0,Nissan,Otomatik,Hibrit,SUV,Önden Çekiş,Galeriden,2319000.0,2301799,2319000,17200,0.7,MAKUL
2016,252000.0,1461.0,110.0,,11.2,,4135.0,1765.0,1565.0,,5.0,,4.0,14518.0,Nissan,Düz,Dizel,SUV,Önden Çekiş,Galeriden,875000.0,875585,875000,-585,-0.1,MAKUL
2016,207000.0,2298.0,190.0,,10.8,,5330.0,1850.0,1840.0,,5.0,,4.0,15946.0,Nissan,Otomatik,Dizel,Hard top,4WD (Sürekli),Galeriden,1190000.0,1227246,1190000,-37246,-3.0,MAKUL
2014,208000.0,1598.0,130.0,,10.7,,4379.0,1800.0,1590.0,,5.0,,4.0,18918.0,Nissan,Otomatik,Dizel,SUV,Önden Çekiş,Galeriden,1165000.0,1177479,1165000,-12479,-1.1,MAKUL
2012,140000.0,1598.0,117.0,,11.5,,4135.0,1765.0,1570.0,,5.0,,4.0,16754.0,Nissan,Otomatik,Benzin,SUV,Önden Çekiş,Galeriden,920000.0,881585,920000,38414,4.4,MAKUL
2016,95000.0,1598.0,117.0,,11.5,,4135.0,1765.0,1565.0,,5.0,,4.0,16754.0,Nissan,Otomatik,Benzin,SUV,Önden Çekiş,Sahibinden,1100000.0,1104583,1100000,-4583,-0.4,MAKUL
2012,158000.0,1598.0,115.0,,11.8,,4330.0,1783.0,1615.0,,5.0,,4.0,13348.0,Nissan,Düz,LPG & Benzin,SUV,Önden Çekiş,Sahibinden,1030000.0,1038703,1030000,-8703,-0.8,MAKUL
2016,75000.0,1197.0,115.0,,12.9,,4379.0,1800.0,1590.0,,5.0,,4.0,17977.0,Nissan,Otomatik,Benzin,SUV,Önden Çekiş,Sahibinden,1299000.0,1321874,1299000,-22874,-1.7,MAKUL
2016,201000.0,1598.0,130.0,,10.7,,4379.0,1800.0,1590.0,,5.0,,4.0,17538.0,Nissan,Otomatik,Dizel,SUV,Önden Çekiş,Sahibinden,1350000.0,1322725,1350000,27274,2.1,MAKUL
2016,290000.0,1591.0,130.0,,11.5,,4394.0,1806.0,1615.0,,5.0,,4.0,15946.0,Nissan,Otomatik,Dizel,Pick-Up,4WD (Sürekli),Sahibinden,1200000.0,1197063,1200000,2936,0.2,MAKUL
2023,14350.0,1591.0,130.0,,11.5,,4394.0,1806.0,1615.0,,5.0,,4.0,15946.0,Nissan,Otomatik,Benzin,SUV,4WD (Sürekli),Sahibinden,2375000.0,2382751,2375000,-7751,-0.3,MAKUL
2016,150000.0,1461.0,110.0,,12.4,,4379.0,1800.0,1590.0,,5.0,,4.0,17538.0,Nissan,Düz,Dizel,SUV,Önden Çekiş,Sahibinden,1275000.0,1294332,1275000,-19332,-1.5,MAKUL
2010,231000.0,1461.0,110.0,,12.2,,4330.0,1783.0,1615.0,,5.0,,4.0,13348.0,Nissan,Düz,Dizel,SUV,Önden Çekiş,Sahibinden,687000.0,710932,687000,-23932,-3.4,MAKUL
2018,70000.0,1591.0,130.0,,11.5,,4394.0,1806.0,1615.0,,5.0,,4.0,15946.0,Nissan,Otomatik,Benzin,SUV,Önden Çekiş,Galeriden,1385000.0,1394685,1385000,-9685,-0.7,MAKUL
2006,452000.0,2488.0,133.0,,11.7,,5090.0,1690.0,1630.0,,5.0,,4.0,15946.0,Nissan,Düz,Dizel,Hard top,Arkadan İtiş,Sahibinden,380000.0,390900,380000,-10900,-2.8,MAKUL
2013,283971.0,1461.0,110.0,,12.2,,4330.0,1783.0,1615.0,,5.0,,4.0,15761.0,Nissan,Düz,Dizel,SUV,Önden Çekiş,Galeriden,799000.0,825606,799000,-26606,-3.2,MAKUL
2020,69000.0,1332.0,160.0,,10.1,,4394.0,1806.0,1590.0,,5.0,,4.0,16546.0,Nissan,Yarı Otomatik,Benzin,SUV,Önden Çekiş,Sahibinden,1630000.0,1651834,1630000,-21834,-1.3,MAKUL
2024,6100.0,1332.0,158.0,,9.2,,4425.0,1848.0,1625.0,,5.0,,4.0,18751.0,Nissan,Otomatik,Hibrit,SUV,Önden Çekiş,Sahibinden,2625000.0,2597260,2625000,27739,1.1,MAKUL
2018,205000.0,1598.0,130.0,,11.4,,4690.0,1820.0,1710.0,,5.0,,4.0,15946.0,Nissan,Otomatik,Dizel,SUV,Önden Çekiş,Sahibinden,1750000.0,1728367,1750000,21632,1.3,MAKUL
2016,107000.0,1197.0,115.0,,12.9,,4379.0,1800.0,1590.0,,5.0,,4.0,18918.0,Nissan,Otomatik,Benzin,SUV,Önden Çekiş,Sahibinden,1330000.0,1321873,1330000,8126,0.6,MAKUL
2018,56000.0,1598.0,130.0,,11.1,,4394.0,1806.0,1590.0,,5.0,,4.0,17538.0,Nissan,Otomatik,Dizel,SUV,Önden Çekiş,Sahibinden,1800000.0,1760878,1800000,39121,2.2,MAKUL
2022,45000.0,1497.0,213.0,,7.0,,4680.0,1840.0,1725.0,,5.0,,3.0,15946.0,Nissan,Otomatik,Hibrit,SUV,4WD (Sürekli),Sahibinden,2850000.0,2848058,2850000,1941,0.1,MAKUL
2012,268000.0,2488.0,163.0,,12.0,,5396.0,1848.0,1790.0,,5.0,,4.0,15946.0,Nissan,Düz,Dizel,Hard top,Arkadan İtiş,Galeriden,779000.0,784190,779000,-5190,-0.7,MAKUL
2011,150000.0,1598.0,117.0,,11.5,,4135.0,1765.0,1570.0,,5.0,,4.0,16754.0,Nissan,Otomatik,LPG & Benzin,SUV,Önden Çekiş,Sahibinden,890000.0,888448,890000,1551,0.2,MAKUL
2016,295000.0,1598.0,130.0,,11.4,,4643.0,1820.0,1695.0,,7.0,,4.0,19938.0,Nissan,Otomatik,Dizel,SUV,Önden Çekiş,Sahibinden,1090000.0,1097261,1090000,-7261,-0.7,MAKUL
2011,144900.0,1598.0,117.0,,11.0,,4135.0,1765.0,1570.0,,5.0,,4.0,17260.0,Nissan,Düz,LPG & Benzin,SUV,Önden Çekiş,Sahibinden,880000.0,879392,880000,607,0.1,MAKUL
