Yil,Kilometre,Motor_Hacmi,Motor_Gucu,Tork,Hizlanma_0_100,Maks_Hiz,Uzunluk,Genislik,Yukseklik,Bos_Agirlik,Koltuk_Sayisi,Bagaj_Hacmi,Silindir_Sayisi,Ort_Kasko,Marka,Vites_Tipi,Yakit_Tipi,Kasa_Tipi,Cekis,Kimden,Fiyat,Tahmin_Fiyat,Gercek_Fiyat,Fark_TL,Fark_Pct,Durum
2025,10000.0,998.0,100.0,,12.4,,4180.0,1775.0,1500.0,,5.0,,3.0,12704.0,Hyundai,Yarı Otomatik,Benzin,SUV,Önden Çekiş,Sahibinden,1550000.0,1562535,1550000,-12535,-0.8,MAKUL
2024,31000.0,1591.0,130.0,,11.5,,4394.0,1806.0,1615.0,,5.0,,4.0,15946.0,Hyundai,Otomatik,Elektrik,SUV,Arkadan İtiş,Sahibinden,2085000.0,2098329,2085000,-13329,-0.6,MAKUL
2005,272000.0,1975.0,141.0,,11.5,,4325.0,1795.0,1680.0,,5.0,,4.0,15946.0,Hyundai,Düz,LPG & Benzin,SUV,4WD (Sürekli),Sahibinden,690000.0,679324,690000,10675,1.6,MAKUL
2020,40000.0,1591.0,130.0,,11.5,,4394.0,1806.0,1615.0,,5.0,,4.0,15946.0,Hyundai,Otomatik,Dizel,SUV,Önden Çekiş,Sahibinden,2070000.0,1940843,2070000,129156,6.7,MAKUL
2016,67200.0,1591.0,177.0,,9.1,,4475.0,1850.0,1660.0,,5.0,,4.0,17784.0,Hyundai,Yarı Otomatik,LPG & Benzin,SUV,4WD (Sürekli),Sahibinden,1780000.0,1783738,1780000,-3738,-0.2,MAKUL
2024,22000.0,1368.0,100.0,,13.7,,4180.0,1775.0,1500.0,,5.0,,4.0,12006.0,Hyundai,Otomatik,Benzin,SUV,Önden Çekiş,Sahibinden,1475000.0,1364656,1475000,110343,8.1,MAKUL
2015,152600.0,1591.0,132.0,,11.5,,4475.0,1850.0,1660.0,,5.0,,4.0,16927.0,Hyundai,Düz,LPG & Benzin,SUV,Önden Çekiş,Sahibinden,1040000.0,1230465,1040000,-190465,-15.5,FIRSAT
2023,47000.0,1598.0,180.0,,8.8,,4500.0,1865.0,1650.0,,5.0,,4.0,16819.0,Hyundai,Yarı Otomatik,Benzin,SUV,Önden Çekiş,Sahibinden,1965000.0,1954912,1965000,10087,0.5,MAKUL
2024,14000.0,998.0,100.0,,12.4,,4180.0,1775.0,1500.0,,5.0,,3.0,12704.0,Hyundai,Yarı Otomatik,Benzin,SUV,Önden Çekiş,Sahibinden,1475000.0,1476617,1475000,-1617,-0.1,MAKUL
2020,111000.0,1598.0,136.0,,11.8,,4480.0,1850.0,1660.0,,5.0,,4.0,17340.0,Hyundai,Yarı Otomatik,Dizel,SUV,4WD (Sürekli),Sahibinden,1835000.0,1969401,1835000,-134401,-6.8,MAKUL
2014,160000.0,1591.0,135.0,,11.1,,4410.0,1820.0,1670.0,,5.0,,4.0,13470.0,Hyundai,Otomatik,Benzin,SUV,Önden Çekiş,Sahibinden,1100000.0,1170681,1100000,-70681,-6.0,MAKUL
2025,31000.0,998.0,100.0,,12.4,,4180.0,1775.0,1500.0,,5.0,,3.0,12704.0,Hyundai,Yarı Otomatik,Benzin,SUV,Önden Çekiş,Sahibinden,1398000.0,1415554,1398000,-17554,-1.2,MAKUL
2021,85200.0,1598.0,136.0,,11.6,,4500.0,1865.0,1650.0,,5.0,,4.0,15556.0,Hyundai,Yarı Otomatik,Dizel,SUV,4WD (Sürekli),Sahibinden,2200000.0,2202305,2200000,-2305,-0.1,MAKUL
2023,28000.0,1598.0,136.0,,11.6,,4500.0,1865.0,1650.0,,5.0,,4.0,15556.0,Hyundai,Yarı Otomatik,Dizel,SUV,4WD (Sürekli),Sahibinden,2375000.0,2701818,2375000,-326818,-12.1,FIRSAT
2012,228000.0,1995.0,184.0,,10.1,,4410.0,1820.0,1670.0,,5.0,,4.0,11708.0,Hyundai,Otomatik,Dizel,SUV,4WD (Sürekli),Sahibinden,970000.0,975915,970000,-5915,-0.6,MAKUL
2020,62000.0,1598.0,136.0,,11.8,,4480.0,1850.0,1660.0,,5.0,,4.0,17340.0,Hyundai,Yarı Otomatik,Dizel,SUV,4WD (Sürekli),Sahibinden,2280000.0,2175025,2280000,104974,4.8,MAKUL
2008,199883.0,1991.0,150.0,,16.1,,4325.0,1830.0,1730.0,,5.0,,4.0,15946.0,Hyundai,Otomatik,Dizel,SUV,4WD (Sürekli),Sahibinden,670000.0,673411,670000,-3411,-0.5,MAKUL
2020,81000.0,1598.0,136.0,,11.8,,4480.0,1850.0,1660.0,,5.0,,4.0,19205.0,Hyundai,Yarı Otomatik,Dizel,SUV,4WD (Sürekli),Sahibinden,2085000.0,2052177,2085000,32822,1.6,MAKUL
2024,11500.0,1598.0,136.0,,11.4,,4500.0,1865.0,1650.0,,5.0,,4.0,18370.0,Hyundai,Yarı Otomatik,Dizel,SUV,Önden Çekiş,Sahibinden,2475000.0,2447330,2475000,27669,1.1,MAKUL
2024,33000.0,1598.0,136.0,,11.6,,4500.0,1865.0,1650.0,,5.0,,4.0,15556.0,Hyundai,Yarı Otomatik,Dizel,SUV,4WD (Sürekli),Sahibinden,2650000.0,2657703,2650000,-7703,-0.3,MAKUL
2012,172000.0,1591.0,135.0,,11.1,,4410.0,1820.0,1670.0,,5.0,,4.0,15191.0,Hyundai,Düz,LPG & Benzin,SUV,Önden Çekiş,Sahibinden,1030000.0,925704,1030000,104295,11.3,PAHALI
2012,237000.0,1591.0,135.0,,11.1,,4410.0,1820.0,1670.0,,5.0,,4.0,15191.0,Hyundai,Düz,LPG & Benzin,SUV,Önden Çekiş,Sahibinden,860000.0,860209,860000,-209,-0.0,MAKUL
2022,22060.0,998.0,120.0,,11.0,,4205.0,1800.0,1550.0,,5.0,,3.0,14658.0,Hyundai,Otomatik,Benzin,SUV,Önden Çekiş,Sahibinden,1460000.0,1462124,1460000,-2124,-0.1,MAKUL
2020,160000.0,1598.0,136.0,,11.8,,4480.0,1850.0,1660.0,,5.0,,4.0,17340.0,Hyundai,Yarı Otomatik,Dizel,SUV,4WD (Sürekli),Sahibinden,1730000.0,1751337,1730000,-21337,-1.2,MAKUL
2015,134000.0,1591.0,177.0,,9.1,,4475.0,1850.0,1660.0,,5.0,,4.0,20481.0,Hyundai,Yarı Otomatik,LPG & Benzin,SUV,4WD (Sürekli),Sahibinden,1600000.0,1604281,1600000,-4281,-0.3,MAKUL
2017,193000.0,1591.0,177.0,,9.1,,4475.0,1850.0,1660.0,,5.0,,4.0,20481.0,Hyundai,Yarı Otomatik,Benzin,SUV,4WD (Sürekli),Sahibinden,1550000.0,1531907,1550000,18092,1.2,MAKUL
2007,345000.0,2188.0,150.0,,11.3,,4650.0,1890.0,1725.0,,5.0,,4.0,15946.0,Hyundai,Otomatik,Dizel,SUV,4WD (Sürekli),Sahibinden,925000.0,915790,925000,9210,1.0,MAKUL
2005,270000.0,1991.0,113.0,,11.5,,4325.0,1795.0,1680.0,,5.0,,4.0,15946.0,Hyundai,Otomatik,Dizel,SUV,4WD (Sürekli),Sahibinden,560000.0,567142,560000,-7142,-1.3,MAKUL
2025,7600.0,998.0,100.0,,12.4,,4180.0,1775.0,1500.0,,5.0,,3.0,12704.0,Hyundai,Yarı Otomatik,Benzin,SUV,Önden Çekiş,Sahibinden,1540000.0,1553501,1540000,-13501,-0.9,MAKUL
2013,195000.0,1591.0,135.0,,11.1,,4410.0,1820.0,1670.0,,5.0,,4.0,15191.0,Hyundai,Düz,LPG & Benzin,SUV,Önden Çekiş,Sahibinden,1050000.0,972586,1050000,77413,8.0,MAKUL
2018,111000.0,1598.0,136.0,,11.8,,4480.0,1850.0,1660.0,,5.0,,4.0,17340.0,Hyundai,Yarı Otomatik,Dizel,SUV,Önden Çekiş,Sahibinden,1850000.0,1815080,1850000,34919,1.9,MAKUL
2015,183500.0,1591.0,135.0,,11.1,,4410.0,1820.0,1670.0,,5.0,,4.0,13470.0,Hyundai,Otomatik,LPG & Benzin,SUV,Önden Çekiş,Sahibinden,1100000.0,1167017,1100000,-67017,-5.7,MAKUL
2013,190000.0,1591.0,135.0,,11.1,,4410.0,1820.0,1670.0,,5.0,,4.0,13470.0,Hyundai,Düz,LPG & Benzin,SUV,Önden Çekiş,Sahibinden,1020000.0,987282,1020000,32717,3.3,MAKUL
2006,440000.0,1591.0,130.0,,11.5,,4394.0,1806.0,1615.0,,5.0,,4.0,15946.0,Hyundai,Otomatik,Dizel,SUV,AWD (Elektronik),Sahibinden,570000.0,499750,570000,70250,14.1,PAHALI
2020,114000.0,1598.0,136.0,,11.8,,4480.0,1850.0,1660.0,,5.0,,4.0,17340.0,Hyundai,Yarı Otomatik,Dizel,SUV,4WD (Sürekli),Sahibinden,1975000.0,1970383,1975000,4616,0.2,MAKUL
2024,52599.0,1598.0,136.0,,11.6,,4500.0,1865.0,1650.0,,5.0,,4.0,15556.0,Hyundai,Yarı Otomatik,Dizel,SUV,4WD (Sürekli),Galeriden,2645000.0,2545846,2645000,99153,3.9,MAKUL
2010,239000.0,1995.0,184.0,,10.1,,4410.0,1820.0,1670.0,,5.0,,4.0,11708.0,Hyundai,Otomatik,Dizel,SUV,4WD (Sürekli),Sahibinden,660000.0,813694,660000,-153694,-18.9,FIRSAT
2024,16100.0,998.0,100.0,,12.4,,4180.0,1775.0,1500.0,,5.0,,3.0,12704.0,Hyundai,Yarı Otomatik,Benzin,SUV,Önden Çekiş,Sahibinden,1490000.0,1483352,1490000,6647,0.4,MAKUL
2019,83000.0,1598.0,136.0,,11.8,,4480.0,1850.0,1660.0,,5.0,,4.0,18029.0,Hyundai,Yarı Otomatik,Dizel,SUV,Önden Çekiş,Sahibinden,1725000.0,1743092,1725000,-18092,-1.0,MAKUL
2023,35000.0,1598.0,136.0,,11.6,,4500.0,1865.0,1650.0,,5.0,,4.0,15556.0,Hyundai,Yarı Otomatik,Dizel,SUV,4WD (Sürekli),Sahibinden,2585000.0,2655486,2585000,-70486,-2.7,MAKUL
2019,26000.0,1598.0,136.0,,11.8,,4480.0,1850.0,1660.0,,5.0,,4.0,17340.0,Hyundai,Yarı Otomatik,Dizel,SUV,4WD (Sürekli),Sahibinden,2100000.0,2083680,2100000,16319,0.8,MAKUL
2013,55090.0,1591.0,135.0,,11.1,,4410.0,1820.0,1670.0,,5.0,,4.0,15191.0,Hyundai,Düz,Benzin,SUV,Önden Çekiş,Sahibinden,1335000.0,1302365,1335000,32634,2.5,MAKUL
2020,116500.0,1598.0,136.0,,11.8,,4480.0,1850.0,1660.0,,5.0,,4.0,19205.0,Hyundai,Yarı Otomatik,Dizel,SUV,Önden Çekiş,Sahibinden,1740000.0,1729769,1740000,10230,0.6,MAKUL
2022,47000.0,1368.0,100.0,,13.7,,4180.0,1775.0,1500.0,,5.0,,4.0,12784.0,Hyundai,Otomatik,Benzin,SUV,Önden Çekiş,Sahibinden,1415000.0,1439206,1415000,-24206,-1.7,MAKUL
2022,65000.0,1368.0,100.0,,13.7,,4180.0,1775.0,1500.0,,5.0,,4.0,12006.0,Hyundai,Otomatik,LPG & Benzin,SUV,Önden Çekiş,Sahibinden,1395000.0,1316658,1395000,78341,6.0,MAKUL
2024,27000.0,1598.0,136.0,,11.4,,4510.0,1865.0,1650.0,,5.0,,4.0,16819.0,Hyundai,Yarı Otomatik,Dizel,SUV,Önden Çekiş,Sahibinden,2720000.0,2689672,2720000,30327,1.1,MAKUL
2018,128100.0,1598.0,136.0,,11.8,,4480.0,1850.0,1660.0,,5.0,,4.0,17340.0,Hyundai,Yarı Otomatik,Dizel,SUV,Önden Çekiş,Sahibinden,1690000.0,1703339,1690000,-13339,-0.8,MAKUL
2018,174000.0,1598.0,136.0,,11.8,,4480.0,1850.0,1660.0,,5.0,,4.0,17340.0,Hyundai,Yarı Otomatik,Dizel,SUV,Önden Çekiş,Sahibinden,1400000.0,1457790,1400000,-57790,-4.0,MAKUL
2024,25500.0,1368.0,100.0,,12.6,,4180.0,1775.0,1500.0,,5.0,,4.0,11984.0,Hyundai,Düz,Benzin,SUV,Önden Çekiş,Sahibinden,1335000.0,1332365,1335000,2635,0.2,MAKUL
2025,10000.0,998.0,100.0,,12.4,,4180.0,1775.0,1500.0,,5.0,,3.0,12704.0,Hyundai,Yarı Otomatik,Benzin,SUV,Önden Çekiş,Sahibinden,1565000.0,1562535,1565000,2464,0.2,MAKUL
2015,134500.0,1591.0,177.0,,9.1,,4475.0,1850.0,1660.0,,5.0,,4.0,17784.0,Hyundai,Yarı Otomatik,LPG & Benzin,SUV,4WD (Sürekli),Sahibinden,1595000.0,1604227,1595000,-9227,-0.6,MAKUL
2006,300005.0,1991.0,112.0,,16.1,,4325.0,1830.0,1730.0,,5.0,,4.0,15946.0,Hyundai,Otomatik,Dizel,SUV,Önden Çekiş,Sahibinden,630000.0,623573,630000,6426,1.0,MAKUL
2014,155000.0,1591.0,135.0,,11.1,,4410.0,1820.0,1670.0,,5.0,,4.0,13470.0,Hyundai,Düz,LPG & Benzin,SUV,Önden Çekiş,Sahibinden,1080000.0,1075475,1080000,4524,0.4,MAKUL
2020,90000.0,1598.0,136.0,,11.8,,4480.0,1850.0,1660.0,,5.0,,4.0,19205.0,Hyundai,Yarı Otomatik,Dizel,SUV,Önden Çekiş,Sahibinden,1590000.0,1693124,1590000,-103124,-6.1,MAKUL
2014,91500.0,1591.0,135.0,,11.1,,4410.0,1820.0,1670.0,,5.0,,4.0,13470.0,Hyundai,Düz,Benzin,SUV,Önden Çekiş,Sahibinden,1220000.0,1201286,1220000,18713,1.6,MAKUL
2023,35000.0,1368.0,100.0,,13.7,,4180.0,1775.0,1500.0,,5.0,,4.0,12784.0,Hyundai,Otomatik,Benzin,SUV,Önden Çekiş,Sahibinden,1430000.0,1427905,1430000,2094,0.1,MAKUL
2024,34000.0,1591.0,218.0,,7.5,,4655.0,1890.0,1605.0,,5.0,,4.0,25093.0,Hyundai,Otomatik,Elektrik,SUV,4WD (Sürekli),Sahibinden,1949949.0,1963491,1949949,-13542,-0.7,MAKUL
2020,50000.0,1591.0,177.0,,8.9,,4480.0,1850.0,1660.0,,5.0,,4.0,19205.0,Hyundai,Yarı Otomatik,Benzin,SUV,Önden Çekiş,Sahibinden,1900000.0,1912832,1900000,-12832,-0.7,MAKUL
2005,330000.0,1991.0,113.0,,11.5,,4325.0,1795.0,1680.0,,5.0,,4.0,15946.0,Hyundai,Otomatik,Dizel,SUV,Önden Çekiş,Sahibinden,540000.0,541971,540000,-1971,-0.4,MAKUL
2006,230000.0,2188.0,150.0,,11.3,,4650.0,1890.0,1725.0,,5.0,,4.0,15946.0,Hyundai,Otomatik,Dizel,SUV,4WD (Sürekli),Sahibinden,765000.0,777887,765000,-12887,-1.7,MAKUL
2025,8700.0,1591.0,130.0,,11.5,,4394.0,1806.0,1615.0,,5.0,,4.0,15946.0,Hyundai,Otomatik,Benzin,SUV,Önden Çekiş,Sahibinden,2350000.0,2339947,2350000,10052,0.4,MAKUL
2018,77000.0,1591.0,132.0,,12.1,,4475.0,1850.0,1660.0,,5.0,,4.0,17784.0,Hyundai,Otomatik,Benzin,SUV,Önden Çekiş,Sahibinden,1595000.0,1646449,1595000,-51449,-3.1,MAKUL
2012,191000.0,1591.0,135.0,,11.1,,4410.0,1820.0,1670.0,,5.0,,4.0,15191.0,Hyundai,Düz,LPG & Benzin,SUV,Önden Çekiş,Sahibinden,850000.0,881100,850000,-31100,-3.5,MAKUL
2022,51000.0,1598.0,136.0,,11.4,,4500.0,1865.0,1650.0,,5.0,,4.0,18370.0,Hyundai,Yarı Otomatik,Dizel,SUV,Önden Çekiş,Sahibinden,2195000.0,2143465,2195000,51534,2.4,MAKUL
2018,128000.0,1995.0,185.0,,9.5,,4475.0,1850.0,1660.0,,5.0,,4.0,17784.0,Hyundai,Otomatik,Dizel,SUV,4WD (Sürekli),Sahibinden,1550000.0,1565292,1550000,-15292,-1.0,MAKUL
2023,32000.0,1580.0,141.0,,11.2,,4350.0,1825.0,1585.0,,5.0,,4.0,72520.0,Hyundai,Yarı Otomatik,Hibrit,SUV,Önden Çekiş,Sahibinden,2250000.0,2241307,2250000,8692,0.4,MAKUL
2022,36800.0,1368.0,100.0,,13.7,,4180.0,1775.0,1500.0,,5.0,,4.0,12006.0,Hyundai,Otomatik,Benzin,SUV,Önden Çekiş,Sahibinden,1360000.0,1252022,1360000,107977,8.6,MAKUL
2015,134000.0,1591.0,135.0,,11.1,,4410.0,1820.0,1670.0,,5.0,,4.0,14838.0,Hyundai,Düz,Benzin,SUV,Önden Çekiş,Sahibinden,1100000.0,1127938,1100000,-27938,-2.5,MAKUL
2025,6050.0,1591.0,130.0,,11.5,,4394.0,1806.0,1615.0,,5.0,,4.0,15946.0,Hyundai,Otomatik,Dizel,SUV,Önden Çekiş,Sahibinden,2500000.0,2532852,2500000,-32852,-1.3,MAKUL
2016,120000.0,1591.0,177.0,,9.1,,4475.0,1850.0,1660.0,,5.0,,4.0,20481.0,Hyundai,Yarı Otomatik,Benzin,SUV,4WD (Sürekli),Sahibinden,1620000.0,1618704,1620000,1295,0.1,MAKUL
2017,172500.0,1591.0,132.0,,12.1,,4475.0,1850.0,1660.0,,5.0,,4.0,20481.0,Hyundai,Otomatik,Benzin,SUV,Önden Çekiş,Sahibinden,1312000.0,1328431,1312000,-16431,-1.2,MAKUL
2022,51000.0,1598.0,136.0,,11.6,,4500.0,1865.0,1650.0,,5.0,,4.0,15556.0,Hyundai,Yarı Otomatik,Dizel,SUV,4WD (Sürekli),Sahibinden,2445000.0,2472002,2445000,-27002,-1.1,MAKUL
2021,27000.0,1368.0,100.0,,13.7,,4180.0,1775.0,1500.0,,5.0,,4.0,12006.0,Hyundai,Otomatik,Benzin,SUV,Önden Çekiş,Sahibinden,1400000.0,1292005,1400000,107994,8.4,MAKUL
2012,100000.0,1591.0,135.0,,11.1,,4410.0,1820.0,1670.0,,5.0,,4.0,15191.0,Hyundai,Düz,Benzin,SUV,Önden Çekiş,Sahibinden,1250000.0,1201513,1250000,48486,4.0,MAKUL
2019,130000.0,1598.0,136.0,,11.8,,4480.0,1850.0,1660.0,,5.0,,4.0,17340.0,Hyundai,Yarı Otomatik,Dizel,SUV,Önden Çekiş,Sahibinden,1380000.0,1570252,1380000,-190252,-12.1,FIRSAT
2011,180000.0,1591.0,135.0,,11.1,,4410.0,1820.0,1670.0,,5.0,,4.0,11708.0,Hyundai,Düz,Benzin,SUV,Önden Çekiş,Sahibinden,859000.0,884287,859000,-25287,-2.9,MAKUL
2019,84000.0,1598.0,136.0,,11.8,,4480.0,1850.0,1660.0,,5.0,,4.0,17340.0,Hyundai,Yarı Otomatik,Dizel,SUV,Önden Çekiş,Sahibinden,1848000.0,1800367,1848000,47632,2.6,MAKUL
2022,88000.0,998.0,120.0,,11.0,,4205.0,1800.0,1550.0,,5.0,,3.0,14658.0,Hyundai,Otomatik,Benzin,SUV,Önden Çekiş,Sahibinden,1390000.0,1384475,1390000,5524,0.4,MAKUL
2013,144000.0,1591.0,135.0,,11.1,,4410.0,1820.0,1670.0,,5.0,,4.0,13470.0,Hyundai,Otomatik,LPG & Benzin,SUV,Önden Çekiş,Sahibinden,1075000.0,1102689,1075000,-27689,-2.5,MAKUL
2022,47000.0,1368.0,100.0,,13.7,,4180.0,1775.0,1500.0,,5.0,,4.0,12784.0,Hyundai,Otomatik,Benzin,SUV,Önden Çekiş,Sahibinden,1450000.0,1439206,1450000,10793,0.7,MAKUL
2016,203000.0,1591.0,177.0,,9.1,,4475.0,1850.0,1660.0,,5.0,,4.0,20481.0,Hyundai,Yarı Otomatik,Benzin,SUV,4WD (Sürekli),Sahibinden,1550000.0,1550996,1550000,-996,-0.1,MAKUL
2022,30000.0,1598.0,136.0,,11.4,,4500.0,1865.0,1650.0,,5.0,,4.0,16541.0,Hyundai,Yarı Otomatik,Dizel,SUV,Önden Çekiş,Sahibinden,2200000.0,2206408,2200000,-6408,-0.3,MAKUL
2024,19000.0,1591.0,130.0,,11.5,,4394.0,1806.0,1615.0,,5.0,,4.0,15946.0,Hyundai,Otomatik,Benzin,SUV,Önden Çekiş,Sahibinden,2395000.0,2290353,2395000,104646,4.6,MAKUL
2024,9500.0,1598.0,136.0,,11.6,,4500.0,1865.0,1650.0,,5.0,,4.0,15556.0,Hyundai,Yarı Otomatik,Dizel,SUV,4WD (Sürekli),Sahibinden,2985000.0,2946931,2985000,38068,1.3,MAKUL
2021,32000.0,1368.0,100.0,,13.7,,4180.0,1775.0,1500.0,,5.0,,4.0,12006.0,Hyundai,Otomatik,Benzin,SUV,Önden Çekiş,Galeriden,1399000.0,1327336,1399000,71663,5.4,MAKUL
2024,26500.0,1368.0,100.0,,13.7,,4180.0,1775.0,1500.0,,5.0,,4.0,12784.0,Hyundai,Otomatik,Benzin,SUV,Önden Çekiş,Galeriden,1379000.0,1402232,1379000,-23232,-1.7,MAKUL
2012,171000.0,1591.0,135.0,,11.1,,4410.0,1820.0,1670.0,,5.0,,4.0,15191.0,Hyundai,Düz,LPG & Benzin,SUV,Önden Çekiş,Sahibinden,900000.0,927896,900000,-27896,-3.0,MAKUL
2019,40000.0,1598.0,136.0,,11.8,,4480.0,1850.0,1660.0,,5.0,,4.0,17340.0,Hyundai,Yarı Otomatik,Dizel,SUV,Önden Çekiş,Sahibinden,1900000.0,1926188,1900000,-26188,-1.4,MAKUL
2021,61300.0,998.0,120.0,,11.0,,4205.0,1800.0,1550.0,,5.0,,3.0,14658.0,Hyundai,Otomatik,Benzin,SUV,Önden Çekiş,Sahibinden,1315000.0,1384888,1315000,-69888,-5.0,MAKUL
2020,71000.0,1591.0,177.0,,8.9,,4480.0,1850.0,1660.0,,5.0,,4.0,19205.0,Hyundai,Yarı Otomatik,Benzin,SUV,Önden Çekiş,Sahibinden,1850000.0,1858485,1850000,-8485,-0.5,MAKUL
2023,19000.0,1368.0,100.0,,13.7,,4180.0,1775.0,1500.0,,5.0,,4.0,12006.0,Hyundai,Otomatik,Benzin,SUV,Önden Çekiş,Sahibinden,1475000.0,1394312,1475000,80687,5.8,MAKUL
2023,28000.0,1368.0,100.0,,13.7,,4180.0,1775.0,1500.0,,5.0,,4.0,12006.0,Hyundai,Otomatik,Benzin,SUV,Önden Çekiş,Sahibinden,1390000.0,1272686,1390000,117313,9.2,MAKUL
2013,51000.0,1591.0,130.0,,11.5,,4394.0,1806.0,1615.0,,5.0,,4.0,15946.0,Hyundai,Düz,Benzin,SUV,Önden Çekiş,Sahibinden,1100000.0,1110900,1100000,-10900,-1.0,MAKUL
2015,92000.0,1591.0,132.0,,11.5,,4475.0,1850.0,1660.0,,5.0,,4.0,16927.0,Hyundai,Düz,Benzin,SUV,Önden Çekiş,Sahibinden,1300000.0,1305023,1300000,-5023,-0.4,MAKUL
2025,6005.0,1591.0,130.0,,11.5,,4394.0,1806.0,1615.0,,5.0,,4.0,15946.0,Hyundai,Otomatik,Dizel,SUV,Önden Çekiş,Sahibinden,2655000.0,2564239,2655000,90760,3.5,MAKUL
2021,77000.0,1598.0,136.0,,11.4,,4500.0,1865.0,1650.0,,5.0,,4.0,18370.0,Hyundai,Yarı Otomatik,Dizel,SUV,Önden Çekiş,Sahibinden,1989999.0,1986794,1989999,3204,0.2,MAKUL
2011,165000.0,1591.0,135.0,,11.1,,4410.0,1820.0,1670.0,,5.0,,4.0,11708.0,Hyundai,Düz,Benzin,SUV,Önden Çekiş,Sahibinden,955000.0,940910,955000,14089,1.5,MAKUL
2023,12000.0,1368.0,100.0,,13.7,,4180.0,1775.0,1500.0,,5.0,,4.0,12006.0,Hyundai,Otomatik,Benzin,SUV,Önden Çekiş,Galeriden,1440000.0,1418191,1440000,21808,1.5,MAKUL
2023,32000.0,1368.0,100.0,,13.7,,4180.0,1775.0,1500.0,,5.0,,4.0,11984.0,Hyundai,Otomatik,Benzin,SUV,Önden Çekiş,Sahibinden,1230000.0,1250728,1230000,-20728,-1.7,MAKUL
2012,187000.0,1591.0,135.0,,11.1,,4410.0,1820.0,1670.0,,5.0,,4.0,15191.0,Hyundai,Düz,Benzin,SUV,Önden Çekiş,Sahibinden,955000.0,958890,955000,-3890,-0.4,MAKUL
2020,77000.0,1598.0,136.0,,11.8,,4480.0,1850.0,1660.0,,5.0,,4.0,17340.0,Hyundai,Yarı Otomatik,Dizel,SUV,Önden Çekiş,Sahibinden,1800000.0,1789788,1800000,10211,0.6,MAKUL
2024,21400.0,1598.0,136.0,,11.4,,4500.0,1865.0,1650.0,,5.0,,4.0,18370.0,Hyundai,Yarı Otomatik,Dizel,SUV,Önden Çekiş,Sahibinden,2399000.0,2353076,2399000,45923,2.0,MAKUL
2013,172000.0,1591.0,135.0,,11.1,,4410.0,1820.0,1670.0,,5.0,,4.0,13470.0,Hyundai,Otomatik,LPG & Benzin,SUV,Önden Çekiş,Sahibinden,1150000.0,1153279,1150000,-3279,-0.3,MAKUL
2023,46000.0,1368.0,100.0,,13.7,,4180.0,1775.0,1500.0,,5.0,,4.0,12006.0,Hyundai,Otomatik,LPG & Benzin,SUV,Önden Çekiş,Sahibinden,1450000.0,1390249,1450000,59750,4.3,MAKUL
2005,342000.0,1991.0,112.0,,16.1,,4325.0,1830.0,1730.0,,5.0,,4.0,15946.0,Hyundai,Otomatik,Dizel,SUV,Önden Çekiş,Sahibinden,560000.0,557439,560000,2560,0.5,MAKUL
2014,183000.0,1591.0,135.0,,11.1,,4410.0,1820.0,1670.0,,5.0,,4.0,13470.0,Hyundai,Otomatik,LPG & Benzin,SUV,Önden Çekiş,Sahibinden,1500000.0,1313155,1500000,186844,14.2,PAHALI
2020,115000.0,1598.0,136.0,,11.8,,4480.0,1850.0,1660.0,,5.0,,4.0,19205.0,Hyundai,Yarı Otomatik,Dizel,SUV,4WD (Sürekli),Sahibinden,1875000.0,1914026,1875000,-39026,-2.0,MAKUL
2013,244000.0,1591.0,135.0,,11.1,,4410.0,1820.0,1670.0,,5.0,,4.0,13470.0,Hyundai,Otomatik,LPG & Benzin,SUV,Önden Çekiş,Sahibinden,960000.0,965391,960000,-5391,-0.6,MAKUL
2024,37000.0,1598.0,136.0,,11.4,,4510.0,1865.0,1650.0,,5.0,,4.0,16819.0,Hyundai,Yarı Otomatik,Dizel,SUV,Önden Çekiş,Sahibinden,2620000.0,2608985,2620000,11014,0.4,MAKUL
2024,29000.0,1591.0,130.0,,11.5,,4394.0,1806.0,1615.0,,5.0,,4.0,15946.0,Hyundai,Otomatik,Benzin,SUV,4WD (Sürekli),Sahibinden,2960000.0,2921418,2960000,38581,1.3,MAKUL
2023,52000.0,1598.0,230.0,,9.1,,4785.0,1900.0,1710.0,,7.0,,4.0,15946.0,Hyundai,Otomatik,Hibrit,SUV,4WD (Sürekli),Sahibinden,3250000.0,3223366,3250000,26633,0.8,MAKUL
2020,86450.0,1598.0,136.0,,11.8,,4480.0,1850.0,1660.0,,5.0,,4.0,19205.0,Hyundai,Yarı Otomatik,Dizel,SUV,Önden Çekiş,Sahibinden,2010000.0,1853872,2010000,156127,8.4,MAKUL
2015,142000.0,1591.0,177.0,,9.2,,4475.0,1850.0,1660.0,,5.0,,4.0,20481.0,Hyundai,Düz,LPG & Benzin,SUV,Önden Çekiş,Sahibinden,1600000.0,1580470,1600000,19530,1.2,MAKUL
2020,58000.0,1598.0,136.0,,11.8,,4480.0,1850.0,1660.0,,5.0,,4.0,17340.0,Hyundai,Yarı Otomatik,Dizel,SUV,Önden Çekiş,Sahibinden,1920000.0,1964418,1920000,-44418,-2.3,MAKUL
2012,170000.0,1591.0,135.0,,11.1,,4410.0,1820.0,1670.0,,5.0,,4.0,15191.0,Hyundai,Düz,Benzin,SUV,Önden Çekiş,Sahibinden,840000.0,914290,840000,-74290,-8.1,MAKUL
